score,fail_count,loop_controls,near_miss_controls,seed,episode,image_index,distance_bucket,initial_patch,goal_patch,run_progress,prop_path_len,prop_regress,prop_revisit,prop_total_reward,control_mean_final_dist,control_max_revisit,control_max_regress,external_only_success,intrinsic_only_success,mixed_no_gate_no_pbrs_success,mixed_gate_only_success,mixed_pbrs_only_success,proposed_linear_gate_pbrs_success,external_only_final,intrinsic_only_final,mixed_no_gate_no_pbrs_final,mixed_gate_only_final,mixed_pbrs_only_final,proposed_linear_gate_pbrs_final,external_only_revisit,intrinsic_only_revisit,mixed_no_gate_no_pbrs_revisit,mixed_gate_only_revisit,mixed_pbrs_only_revisit,proposed_linear_gate_pbrs_revisit,external_only_regress,intrinsic_only_regress,mixed_no_gate_no_pbrs_regress,mixed_gate_only_regress,mixed_pbrs_only_regress,proposed_linear_gate_pbrs_regress,external_only_dist_sequence,intrinsic_only_dist_sequence,mixed_no_gate_no_pbrs_dist_sequence,mixed_gate_only_dist_sequence,mixed_pbrs_only_dist_sequence,proposed_linear_gate_pbrs_dist_sequence,external_only_patch_sequence,intrinsic_only_patch_sequence,mixed_no_gate_no_pbrs_patch_sequence,mixed_gate_only_patch_sequence,mixed_pbrs_only_patch_sequence,proposed_linear_gate_pbrs_patch_sequence
61.64,3,3,0,123,405,2,C6,24,2,0.8932791666666666,6,0,1,5.003476765702168,2.2,7.0,4.0,0,0,1,1,0,1,3,5,0,0,3,0,1,7,1,1,0,1,3,4,0,1,3,0,"[6, 5, 4, 3, 2, 1, 2, 3, 2, 3]","[6, 5, 4, 5, 6, 5, 6, 5, 6, 5]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 2, 1, 2, 3]","[6, 5, 4, 3, 2, 1, 0]","[2, 24, 19, 14, 9, 8, 7, 6, 5, 0, 5]","[2, 24, 19, 14, 19, 24, 19, 24, 19, 24, 19]","[2, 24, 23, 22, 17, 12, 7, 2]","[2, 24, 19, 18, 17, 16, 11, 6, 1, 2]","[2, 24, 19, 14, 9, 8, 7, 6, 1, 0, 5]","[2, 24, 19, 14, 9, 8, 7, 2]"
61.4,3,1,0,123,145,6,C8,0,24,0.3244354166666666,8,0,1,1.7768875516653049,2.0,6.0,3.0,1,0,0,0,1,1,0,6,2,2,0,0,1,6,0,0,1,1,0,3,1,1,0,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 8, 7, 8, 7, 8, 7, 6]","[8, 7, 6, 5, 6, 5, 4, 3, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 10, 15, 16, 17, 18, 19, 24]","[24, 0, 5, 0, 5, 0, 5, 0, 5, 10]","[24, 0, 1, 6, 7, 2, 3, 8, 9, 14]","[24, 0, 1, 2, 3, 4, 9, 14, 19, 18]","[24, 0, 5, 6, 11, 16, 21, 22, 23, 24]","[24, 0, 5, 10, 15, 20, 21, 22, 23, 24]"
61.4,3,1,0,42,405,10,C8,0,24,0.8934645833333333,8,0,1,2.0846753531768907,2.0,6.0,3.0,1,0,0,1,0,1,0,6,2,0,2,0,1,6,0,1,0,1,0,3,1,0,1,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 6, 7, 6, 7, 6]","[8, 7, 6, 5, 4, 3, 2, 1, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 0, 1, 6, 1, 6, 1, 6, 1, 6]","[24, 0, 1, 2, 7, 12, 17, 22, 23, 18]","[24, 0, 1, 6, 11, 16, 17, 22, 23, 24]","[24, 0, 1, 6, 11, 16, 17, 18, 19, 14]","[24, 0, 1, 6, 11, 16, 21, 22, 23, 24]"
61.4,3,1,0,42,235,24,C8,24,0,0.5216229166666667,8,0,1,2.7279706863388418,2.0,6.0,3.0,1,0,0,0,1,1,0,6,2,2,0,0,1,6,0,1,1,1,0,3,1,1,0,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 6, 7, 6, 7, 6]","[8, 7, 6, 5, 4, 3, 2, 1, 2]","[8, 7, 6, 5, 4, 3, 2, 3, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[0, 24, 23, 22, 17, 12, 7, 6, 5, 0]","[0, 24, 23, 18, 23, 18, 23, 18, 23, 18]","[0, 24, 23, 18, 13, 12, 11, 6, 1, 2]","[0, 24, 23, 22, 17, 12, 11, 10, 15, 10]","[0, 24, 23, 22, 17, 12, 7, 2, 1, 0]","[0, 24, 23, 18, 13, 8, 7, 6, 5, 0]"
61.4,3,1,0,321,160,17,C7,20,9,0.3590395833333333,7,0,1,2.529881458520889,2.0,8.0,4.0,1,0,1,0,0,1,0,6,0,2,2,0,1,8,1,1,1,1,1,4,0,2,2,0,"[7, 6, 5, 4, 3, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 7, 6, 7, 6, 7, 6]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 2, 3, 2]","[7, 6, 5, 4, 3, 2, 1, 0]","[9, 20, 21, 16, 11, 6, 1, 2, 3, 4, 9]","[9, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21]","[9, 20, 15, 10, 5, 6, 7, 8, 9]","[9, 20, 15, 10, 5, 6, 1, 2, 3, 4, 3]","[9, 20, 21, 22, 23, 18, 13, 8, 7, 6, 7]","[9, 20, 15, 10, 5, 6, 7, 8, 9]"
61.16,3,1,1,123,315,9,C8,0,24,0.6963604166666667,8,0,1,2.244379833124577,1.8,5.0,3.0,1,0,1,0,0,1,0,5,0,1,3,0,1,5,1,1,0,1,0,3,0,1,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 6, 7, 6, 5, 4, 5]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 6, 7, 8, 13, 14, 19, 24]","[24, 0, 5, 10, 5, 10, 5, 10, 15, 20, 15]","[24, 0, 1, 2, 7, 12, 17, 22, 23, 24]","[24, 0, 1, 2, 3, 8, 13, 18, 23, 22, 23]","[24, 0, 1, 6, 11, 16, 17, 18, 19, 14, 9]","[24, 0, 1, 2, 3, 4, 9, 14, 19, 24]"
61.16,3,1,2,42,260,2,C7,23,0,0.5760395833333334,7,0,1,3.9178774287700646,1.8,6.0,4.0,1,0,0,1,0,1,0,7,1,0,1,0,1,6,1,1,0,1,0,4,1,0,1,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 5, 6, 7, 6, 7]","[7, 6, 5, 4, 3, 2, 1, 2, 1]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 5, 4, 3, 2, 1]","[7, 6, 5, 4, 3, 2, 1, 0]","[0, 23, 18, 13, 8, 7, 6, 5, 0]","[0, 23, 18, 23, 18, 13, 18, 23, 18, 23]","[0, 23, 18, 17, 12, 7, 6, 1, 2, 1]","[0, 23, 18, 13, 8, 3, 2, 1, 0]","[0, 23, 18, 19, 14, 9, 8, 7, 6, 5]","[0, 23, 18, 13, 8, 7, 6, 5, 0]"
60.92,4,0,2,123,120,3,C6,21,3,0.2690208333333333,6,0,1,5.273723878165086,1.6,3.0,2.0,0,0,1,0,0,1,1,3,0,3,1,0,0,3,1,0,0,1,1,2,0,2,1,0,"[6, 5, 4, 3, 2, 3, 2, 1]","[6, 5, 4, 3, 2, 3, 2, 3]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 2, 3]","[6, 5, 4, 5, 4, 3, 2, 1]","[6, 5, 4, 3, 2, 1, 0]","[3, 21, 16, 17, 18, 13, 14, 9, 4]","[3, 21, 16, 11, 6, 1, 6, 1, 6]","[3, 21, 16, 17, 12, 7, 2, 3]","[3, 21, 16, 11, 6, 7, 8, 9, 14]","[3, 21, 22, 23, 24, 19, 14, 13, 8]","[3, 21, 22, 17, 12, 7, 2, 3]"
60.88,3,1,0,42,185,8,C8,0,24,0.4121791666666666,8,0,1,2.3758434218987814,2.4,5.0,3.0,1,0,0,1,0,1,0,6,2,0,4,0,1,5,0,1,0,1,0,3,1,0,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 8, 7, 8, 7, 8, 7, 6]","[8, 7, 6, 5, 4, 3, 2, 1, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 4, 5, 4]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 10, 11, 16, 17, 22, 23, 24]","[24, 0, 5, 0, 5, 0, 5, 0, 1, 6]","[24, 0, 1, 2, 7, 8, 9, 14, 19, 18]","[24, 0, 5, 10, 11, 16, 21, 22, 23, 24]","[24, 0, 5, 10, 11, 12, 13, 8, 3, 4]","[24, 0, 5, 10, 15, 16, 21, 22, 23, 24]"
60.88,3,2,0,123,360,13,C7,20,3,0.7949854166666667,7,0,1,4.287784517347812,2.4,6.0,3.0,1,0,0,0,1,1,0,6,4,2,0,0,1,6,4,0,1,1,0,3,2,1,0,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 7, 6, 7, 6]","[7, 6, 5, 4, 5, 4, 5, 4]","[7, 6, 5, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[3, 20, 15, 16, 17, 12, 7, 8, 3]","[3, 20, 15, 20, 15, 20, 15, 20, 15]","[3, 20, 15, 10, 11, 10, 11, 10, 11]","[3, 20, 15, 10, 5, 6, 7, 8, 9]","[3, 20, 15, 16, 17, 12, 13, 8, 3]","[3, 20, 21, 22, 17, 12, 7, 2, 3]"
60.64,3,1,1,123,115,3,C7,1,24,0.2580041666666666,7,0,1,2.868996131956577,2.2,6.0,4.0,1,0,0,0,1,1,0,7,1,3,0,0,1,6,1,0,1,1,0,4,1,2,0,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 6, 7, 6, 7, 6, 7]","[7, 6, 5, 4, 3, 2, 1, 2, 1]","[7, 6, 5, 4, 3, 2, 1, 2, 3]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[24, 1, 2, 7, 12, 13, 18, 23, 24]","[24, 1, 6, 11, 6, 1, 6, 1, 6, 1]","[24, 1, 2, 3, 8, 13, 18, 23, 22, 23]","[24, 1, 2, 3, 8, 13, 18, 23, 22, 17]","[24, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 1, 6, 11, 16, 21, 22, 23, 24]"
60.64,3,1,1,321,320,3,C7,21,4,0.71013125,7,0,1,4.915702122986316,2.2,6.0,4.0,0,0,1,1,0,1,1,7,0,0,3,0,2,6,1,1,0,1,1,4,0,0,2,0,"[7, 6, 5, 4, 3, 2, 1, 2, 1]","[7, 6, 7, 6, 7, 6, 7, 6, 7]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 3, 2, 3]","[7, 6, 5, 4, 3, 2, 1, 0]","[4, 21, 16, 11, 6, 1, 2, 3, 2, 3]","[4, 21, 16, 15, 16, 15, 16, 15, 16, 15]","[4, 21, 16, 11, 6, 7, 8, 9, 4]","[4, 21, 16, 11, 6, 1, 2, 3, 4]","[4, 21, 22, 23, 18, 13, 8, 7, 2, 1]","[4, 21, 16, 11, 6, 7, 8, 9, 4]"
60.64,3,1,1,321,205,14,C7,1,24,0.4580625,7,0,1,5.551843156456947,2.2,6.0,4.0,0,0,1,1,0,1,1,7,0,0,3,0,1,6,1,1,0,1,1,4,0,0,2,0,"[7, 6, 5, 4, 3, 2, 1, 2, 1]","[7, 8, 7, 8, 7, 8, 7, 6, 7]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 2, 3]","[7, 6, 5, 4, 3, 2, 1, 0]","[24, 1, 2, 3, 8, 13, 18, 23, 22, 23]","[24, 1, 0, 1, 0, 1, 0, 1, 2, 1]","[24, 1, 2, 7, 12, 17, 22, 23, 24]","[24, 1, 2, 3, 8, 13, 18, 23, 24]","[24, 1, 6, 11, 16, 21, 22, 23, 18, 13]","[24, 1, 2, 3, 8, 13, 18, 23, 24]"
60.64,3,1,0,123,165,6,C8,24,0,0.3682333333333333,8,0,1,0.8927712602242819,2.2,5.0,3.0,0,0,1,1,0,1,3,5,0,0,3,0,2,5,1,1,2,1,2,3,0,0,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 5, 4, 5, 4, 5]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 3, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[0, 24, 19, 14, 9, 4, 3, 2, 1, 2, 3]","[0, 24, 23, 18, 13, 8, 13, 8, 13, 8, 13]","[0, 24, 19, 18, 17, 16, 11, 6, 1, 0]","[0, 24, 19, 18, 17, 16, 15, 10, 5, 0]","[0, 24, 23, 18, 17, 12, 7, 6, 7, 6, 11]","[0, 24, 23, 18, 13, 12, 7, 2, 1, 0]"
60.4,3,1,0,42,280,9,C7,20,3,0.62001875,7,0,1,2.35054043585062,2.0,7.0,4.0,1,0,0,0,1,1,0,6,2,2,0,0,1,7,2,0,1,1,1,4,2,2,0,0,"[7, 6, 5, 4, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 7, 6, 7, 6, 7, 6]","[7, 6, 5, 4, 3, 2, 1, 2, 3, 2]","[7, 6, 5, 4, 5, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[3, 20, 21, 22, 23, 24, 19, 14, 9, 4, 3]","[3, 20, 15, 20, 15, 20, 15, 20, 15, 20, 21]","[3, 20, 21, 22, 17, 12, 7, 8, 13, 12, 7]","[3, 20, 21, 22, 23, 24, 19, 14, 9, 8, 7]","[3, 20, 21, 22, 23, 18, 13, 8, 3]","[3, 20, 21, 22, 23, 18, 13, 8, 3]"
60.4,3,1,0,321,295,2,C7,4,21,0.6556,7,0,1,2.120028549969196,2.0,7.0,4.0,0,0,0,1,1,1,2,6,2,0,0,0,2,7,1,1,1,1,2,4,2,1,1,0,"[7, 6, 5, 4, 3, 2, 1, 2, 1, 2]","[7, 6, 7, 6, 7, 6, 5, 6, 7, 6]","[7, 6, 5, 4, 5, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[21, 4, 9, 14, 19, 18, 17, 16, 15, 16, 15]","[21, 4, 3, 4, 3, 4, 3, 8, 3, 4, 3]","[21, 4, 9, 14, 19, 14, 13, 12, 17, 16, 15]","[21, 4, 9, 14, 13, 12, 11, 10, 15, 20, 21]","[21, 4, 3, 2, 1, 6, 5, 10, 15, 20, 21]","[21, 4, 9, 8, 7, 6, 11, 16, 21]"
59.88,3,3,0,42,425,4,C6,10,4,0.9372583333333332,6,0,1,3.22441316589713,2.4,6.0,3.0,1,0,0,1,0,1,0,4,4,0,4,0,1,6,1,1,1,1,0,3,3,0,3,0,"[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 5, 4, 5, 4, 5, 4]","[6, 5, 4, 3, 2, 3, 4, 3, 4]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 5, 4, 3, 2, 3, 4]","[6, 5, 4, 3, 2, 1, 0]","[4, 10, 11, 12, 13, 14, 9, 4]","[4, 10, 5, 0, 5, 0, 5, 0, 5, 0]","[4, 10, 11, 12, 13, 14, 19, 24, 19, 18]","[4, 10, 11, 12, 13, 14, 9, 4]","[4, 10, 11, 12, 17, 18, 19, 14, 19, 24]","[4, 10, 11, 12, 13, 14, 9, 4]"
59.88,3,2,0,123,430,9,C6,21,3,0.9475375,6,0,1,4.72435853699843,2.4,7.0,4.0,1,0,1,0,0,1,0,6,0,2,4,0,1,7,1,1,1,1,1,4,0,2,3,0,"[6, 5, 4, 3, 2, 1, 2, 1, 0]","[6, 5, 6, 5, 6, 5, 6, 5, 6]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 2, 1, 2]","[6, 5, 4, 3, 2, 1, 2, 3, 4]","[6, 5, 4, 3, 2, 1, 0]","[3, 21, 16, 17, 18, 13, 8, 9, 4, 3]","[3, 21, 16, 21, 16, 21, 16, 21, 16, 21]","[3, 21, 16, 11, 6, 1, 2, 3]","[3, 21, 16, 11, 6, 7, 8, 9, 4, 9]","[3, 21, 22, 17, 12, 7, 2, 7, 6, 5]","[3, 21, 22, 17, 12, 7, 2, 3]"
59.68,3,1,2,321,220,8,C7,24,1,0.49045625,7,0,1,2.761805481255053,1.4,6.0,3.0,0,0,1,0,1,1,1,5,0,1,0,0,0,6,1,0,1,1,1,3,0,1,0,0,"[7, 6, 5, 4, 3, 4, 3, 2, 1]","[7, 6, 7, 6, 7, 6, 7, 6, 5]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 4, 3, 2, 1]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[1, 24, 19, 18, 17, 16, 15, 10, 5, 0]","[1, 24, 23, 24, 23, 24, 23, 24, 23, 22]","[1, 24, 19, 18, 17, 12, 11, 6, 1]","[1, 24, 23, 22, 21, 16, 15, 10, 5, 0]","[1, 24, 19, 14, 13, 12, 7, 2, 1]","[1, 24, 19, 14, 13, 12, 11, 6, 1]"
59.64,3,3,0,321,225,9,C6,4,16,0.50161875,6,0,1,5.179090592960516,2.2,5.0,4.0,0,0,1,1,0,1,3,5,0,0,3,0,3,5,1,1,3,1,3,4,0,0,3,0,"[6, 5, 4, 3, 4, 3, 2, 3, 2, 3]","[6, 5, 4, 3, 4, 3, 4, 5, 4, 5]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 3, 2, 3, 2, 3]","[6, 5, 4, 3, 2, 1, 0]","[16, 4, 9, 14, 19, 24, 23, 22, 23, 22, 23]","[16, 4, 3, 2, 1, 0, 1, 2, 3, 2, 3]","[16, 4, 3, 8, 13, 18, 17, 16]","[16, 4, 3, 2, 7, 12, 11, 16]","[16, 4, 9, 8, 7, 6, 5, 10, 5, 10, 5]","[16, 4, 9, 14, 13, 12, 11, 16]"
59.4,3,2,0,123,420,2,C7,1,24,0.9259854166666668,7,0,1,4.0177852397561065,2.0,5.0,3.0,1,0,0,0,1,1,0,4,2,4,0,0,1,5,1,0,1,1,0,3,2,3,0,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 7, 6, 5, 4, 3, 4]","[7, 6, 5, 4, 3, 2, 3, 4, 3, 2]","[7, 6, 5, 4, 3, 2, 3, 4, 5, 4]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[24, 1, 2, 3, 8, 13, 14, 19, 24]","[24, 1, 6, 1, 6, 1, 6, 11, 16, 21, 16]","[24, 1, 2, 3, 8, 13, 18, 13, 12, 17, 22]","[24, 1, 2, 3, 8, 13, 18, 17, 16, 15, 20]","[24, 1, 6, 11, 16, 17, 18, 19, 24]","[24, 1, 6, 11, 16, 17, 18, 19, 24]"
59.4,3,2,0,123,340,1,C7,23,0,0.7510479166666667,7,0,1,4.112138554990291,2.0,5.0,3.0,1,0,0,0,1,1,0,4,2,4,0,0,1,5,2,5,2,1,1,3,2,3,1,0,"[7, 6, 7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 6, 5, 4, 3, 4, 3, 4]","[7, 6, 5, 4, 3, 2, 1, 2, 1, 2]","[7, 6, 7, 6, 7, 6, 7, 6, 5, 4]","[7, 6, 5, 4, 3, 2, 1, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[0, 23, 18, 19, 14, 9, 4, 3, 2, 1, 0]","[0, 23, 18, 13, 18, 13, 8, 3, 8, 3, 8]","[0, 23, 18, 17, 12, 11, 10, 5, 10, 5, 6]","[0, 23, 18, 23, 18, 23, 18, 23, 22, 17, 16]","[0, 23, 18, 17, 12, 11, 6, 1, 6, 5, 0]","[0, 23, 18, 17, 12, 7, 6, 5, 0]"
59.4,3,2,0,123,175,14,C7,24,1,0.3903770833333333,7,0,1,5.537818985223769,2.0,5.0,3.0,0,0,1,1,0,1,4,4,0,0,2,0,2,5,1,1,1,1,3,3,0,0,2,0,"[7, 6, 5, 4, 3, 4, 3, 2, 3, 4]","[7, 6, 5, 6, 5, 6, 5, 4, 3, 4]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 0]","[1, 24, 23, 18, 17, 12, 13, 8, 7, 12, 17]","[1, 24, 19, 14, 19, 14, 19, 14, 9, 4, 9]","[1, 24, 23, 18, 17, 16, 11, 6, 1]","[1, 24, 19, 18, 17, 16, 11, 6, 1]","[1, 24, 19, 14, 13, 8, 9, 8, 7, 6, 11]","[1, 24, 23, 18, 13, 12, 7, 2, 1]"
59.4,3,2,0,321,400,9,C7,15,4,0.8851729166666666,7,0,1,5.042857829272746,2.0,5.0,3.0,0,0,0,1,1,1,4,4,2,0,0,0,0,5,2,1,1,1,3,3,2,0,0,0,"[7, 8, 7, 6, 5, 4, 3, 2, 3, 4]","[7, 6, 7, 6, 7, 6, 5, 4, 3, 4]","[7, 6, 5, 4, 3, 2, 3, 4, 3, 2]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[4, 15, 20, 21, 16, 17, 12, 7, 8, 13, 18]","[4, 15, 16, 15, 16, 15, 16, 17, 18, 19, 18]","[4, 15, 10, 5, 6, 7, 8, 13, 18, 13, 8]","[4, 15, 10, 11, 6, 7, 8, 9, 4]","[4, 15, 16, 17, 18, 19, 14, 9, 4]","[4, 15, 10, 5, 6, 7, 8, 9, 4]"
59.4,4,0,0,123,280,5,C6,6,24,0.6201770833333333,6,0,1,3.1114069915811218,2.0,3.0,2.0,1,0,0,0,0,1,0,4,2,2,2,0,1,3,1,0,0,1,0,2,1,1,1,0,"[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 4, 3, 4]","[6, 5, 4, 3, 2, 1, 2]","[6, 5, 6, 5, 4, 3, 2]","[6, 5, 4, 3, 2, 1, 2]","[6, 5, 4, 3, 2, 1, 0]","[24, 6, 7, 12, 13, 14, 19, 24]","[24, 6, 11, 16, 21, 16, 21, 16]","[24, 6, 7, 8, 13, 18, 23, 18]","[24, 6, 7, 2, 3, 4, 9, 14]","[24, 6, 11, 16, 17, 18, 19, 14]","[24, 6, 11, 16, 21, 22, 23, 24]"
59.16,3,1,1,123,280,8,C7,4,21,0.620225,7,0,1,2.9611432542800897,1.8,6.0,3.0,1,0,0,0,1,1,0,5,1,3,0,0,1,6,1,1,1,1,0,3,1,2,0,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 5, 6, 7, 6, 5]","[7, 6, 5, 4, 3, 4, 3, 2, 1]","[7, 6, 5, 4, 3, 2, 3, 2, 3]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[21, 4, 9, 14, 19, 24, 23, 22, 21]","[21, 4, 9, 4, 9, 14, 9, 4, 9, 14]","[21, 4, 3, 2, 7, 6, 1, 6, 11, 16]","[21, 4, 3, 2, 7, 12, 11, 10, 15, 10]","[21, 4, 9, 8, 7, 6, 11, 16, 21]","[21, 4, 9, 14, 19, 24, 23, 22, 21]"
59.16,3,2,1,123,285,5,C6,5,23,0.6312125,6,0,1,3.347826516081889,1.8,6.0,4.0,0,0,1,1,0,1,1,3,0,0,5,0,2,6,1,1,1,1,2,3,0,0,4,0,"[6, 5, 4, 3, 2, 3, 2, 1, 2, 1]","[6, 5, 6, 5, 4, 3, 4, 3, 4, 3]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 3, 4, 5, 4, 5]","[6, 5, 4, 3, 2, 1, 0]","[23, 5, 6, 7, 8, 13, 14, 19, 24, 19, 24]","[23, 5, 10, 5, 10, 15, 20, 15, 20, 15, 20]","[23, 5, 6, 7, 8, 13, 18, 23]","[23, 5, 6, 7, 8, 13, 18, 23]","[23, 5, 6, 11, 12, 13, 14, 9, 4, 3, 4]","[23, 5, 10, 15, 20, 21, 22, 23]"
58.68,3,1,1,42,115,9,C8,20,4,0.2575270833333333,8,0,1,1.92439574279636,1.4,4.0,2.0,1,0,0,0,1,1,0,3,1,3,0,0,1,4,2,2,1,1,0,2,1,2,0,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 6, 7, 6, 5, 4, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 5, 4, 3, 4, 3, 4, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 15, 10, 11, 12, 13, 14, 9, 4]","[4, 20, 21, 16, 21, 16, 21, 16, 11, 6, 1]","[4, 20, 15, 10, 5, 6, 7, 8, 9, 8, 9]","[4, 20, 15, 10, 5, 0, 1, 6, 1, 6, 7]","[4, 20, 21, 22, 23, 24, 19, 14, 9, 4]","[4, 20, 21, 22, 23, 24, 19, 14, 9, 4]"
58.68,3,1,1,321,305,8,C8,20,4,0.6772416666666666,8,0,1,4.209306240610777,1.4,4.0,2.0,0,0,1,1,0,1,1,3,0,0,3,0,1,4,1,1,0,1,1,2,0,0,2,0,"[8, 7, 6, 7, 6, 5, 4, 3, 2, 1]","[8, 7, 8, 7, 6, 5, 4, 3, 4, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 15, 16, 15, 10, 5, 0, 1, 2, 3]","[4, 20, 21, 20, 21, 22, 17, 18, 19, 18, 19]","[4, 20, 15, 16, 11, 6, 7, 8, 9, 4]","[4, 20, 21, 16, 11, 6, 1, 2, 3, 4]","[4, 20, 21, 22, 23, 18, 13, 8, 3, 2, 1]","[4, 20, 21, 22, 17, 12, 7, 8, 3, 4]"
